strain,date,epi_03,country,epi_00,epi_02,surface_residues_pref,region,epi_01,epi_05,surface_residues_postf,epi_04,clade_membership,epi_all,author,accession
550102013,8/30/2018,,Brazil,,1,1,South America,,,1,,A.D.1,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376494
550102102,4/25/2019,,Brazil,,1,1,South America,,,1,,A.D.1,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376737
550102189,9/18/2019,,Brazil,,1,1,South America,,,1,,A.D.1,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376664
610102021,6/5/2019,,Australia,,1,1,Oceania,,,1,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376526
610102041,8/11/2019,,Australia,,1,1,Oceania,,,1,,A.D.1,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376294
610102043,8/13/2019,,Australia,,1,1,Oceania,,,1,,A.D.3,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376608
610102044,8/25/2019,,Australia,,1,1,Oceania,,,1,,A.D.1,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376434
610102045,9/7/2019,,Australia,,1,1,Oceania,,,1,,A.D.5,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376542
610102047,9/11/2019,,Australia,,1,1,Oceania,,,1,,A.D.1,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376589
610103004,10/22/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP377509
610103005,11/4/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376792
610103006,11/5/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376519
610103010,11/15/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376329
610103012,11/17/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376343
610103013,11/17/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376642
610103015,11/20/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376387
610103017,11/25/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376430
610103019,11/28/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376763
610103020,11/29/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376771
610103021,11/29/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376475
610103024,12/14/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376322
610103026,12/15/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376333
610103029,12/17/2020,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376347
610103032,12/22/2020,,Australia,1,1,2,Oceania,,,2,,A.D.1.2,2,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376705
610103034,1/3/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376774
610103035,1/4/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376498
610103036,1/5/2021,,Australia,,,,Oceania,,,,,A.D.1.2,,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376516
610103037,1/5/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376803
610103038,1/5/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376515
610103039,1/6/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376812
610103040,1/6/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376529
610103041,1/8/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376544
610103043,1/9/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376833
610103044,1/11/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376575
610103045,1/19/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376365
610103047,1/21/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376396
610103048,1/25/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376429
610103050,1/28/2021,,Australia,,1,1,Oceania,,,1,,A.D.1.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376759
810101001,12/11/2017,,Japan,,1,1,Asia,,,1,,A.D.1,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376281
810103002,8/20/2019,,Japan,,1,1,Asia,,,1,,A.D.2.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376693
810103004,8/20/2019,,Japan,,1,1,Asia,,,1,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376395
810103005,8/26/2019,,Japan,,1,1,Asia,,,1,,A.D.2.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376444
810103007,9/2/2019,,Japan,,1,1,Asia,,,1,,A.D.2.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376682
810103010,9/4/2019,,Japan,,1,1,Asia,,,1,,A.D.2.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376801
810103011,9/6/2019,,Japan,,1,1,Asia,,,1,,A.D.2.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376819
810103012,9/6/2019,,Japan,,1,1,Asia,,,1,,A.D.2.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376820
810103014,9/11/2019,,Japan,,1,1,Asia,,,1,,A.D.2.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376295
810103015,9/12/2019,,Japan,,1,1,Asia,,,2,,A.D.2.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376307
810103016,9/13/2019,,Japan,,1,1,Asia,,,1,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376609
810103019,9/25/2019,,Japan,,1,1,Asia,,,1,,A.D.2.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376740
810103020,9/27/2019,,Japan,,1,1,Asia,,,1,,A.D.2.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376757
810103021,10/2/2019,,Japan,,1,1,Asia,,,1,,A.D.2.2,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376376
810103027,10/21/2019,,Japan,,1,1,Asia,,,1,,A.D.3,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376696
810103030,10/24/2019,,Japan,,1,2,Asia,,,2,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376721
810103031,10/24/2019,,Japan,,1,2,Asia,,,2,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376417
810103033,10/30/2019,,Japan,,1,2,Asia,,,2,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376783
810103035,11/4/2019,,Japan,,1,2,Asia,,,2,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376500
810103036,11/5/2019,,Japan,,1,1,Asia,,,1,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376804
810103037,11/14/2019,,Japan,,1,1,Asia,,,1,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376612
810103038,11/18/2019,,Japan,,1,1,Asia,,,1,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376650
810103039,11/18/2019,,Japan,,1,1,Asia,,,1,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376651
810103040,11/20/2019,,Japan,,1,1,Asia,,,1,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376688
810103041,12/4/2019,,Japan,,1,1,Asia,,,1,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376794
810103042,12/17/2019,,Japan,,1,1,Asia,,,1,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376346
810103044,1/6/2020,,Japan,,1,1,Asia,,,1,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376528
810103046,1/17/2020,,Japan,,1,1,Asia,,,1,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376641
810103047,1/26/2020,,Japan,,1,1,Asia,,,1,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376741
810103048,1/27/2020,,Japan,,1,1,Asia,,,1,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376746
810103049,1/28/2020,,Japan,,1,1,Asia,,,1,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376460
810103050,1/29/2020,,Japan,,1,1,Asia,,,1,,A.D,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376472
820103001,2/13/2020,,South Korea,,1,1,Asia,,,1,,A.D.3,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376605
820103033,12/4/2019,,South Korea,,,1,Asia,,,,,A.D.3,,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376504
820103037,12/6/2019,,South Korea,,1,1,Asia,,,1,,A.D.2.1,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376814
820103039,12/6/2019,,South Korea,,1,1,Asia,,,1,,A.D.2.1,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376530
820103045,12/11/2019,,South Korea,,1,1,Asia,,,1,,A.D.2.1,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376580
820103046,12/11/2019,,South Korea,,1,1,Asia,,,1,,A.D.2.1,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376283
820103050,12/18/2019,,South Korea,,1,1,Asia,,,1,,A.D.2.1,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376356
820103052,12/18/2019,,South Korea,,1,1,Asia,,,1,,A.D.2.1,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376654
820103055,1/9/2020,,South Korea,,,,Asia,,,,,A.D.3.1,,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376548
886103001,10/11/2019,,Taiwan,,1,1,Asia,,,1,,A.D.1,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376280
886103004,10/18/2019,,Taiwan,,1,1,Asia,,,1,,A.D.5,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376649
886103005,10/23/2019,,Taiwan,,1,1,Asia,,,1,,A.D.3,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376712
886103007,10/22/2019,,Taiwan,,1,1,Asia,,,1,,A.D.5,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376407
886103008,10/25/2019,,Taiwan,,1,2,Asia,,,2,,A.D.3,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376734
886103009,10/28/2019,,Taiwan,,1,1,Asia,,,1,,A.D.3,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376760
886103010,11/12/2019,,Taiwan,,1,1,Asia,,,1,,A.D.3,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376592
886103011,11/13/2019,,Taiwan,,1,1,Asia,,,1,,A.D.3,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376602
886103012,11/19/2019,,Taiwan,,1,1,Asia,,,1,,A.D.3,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376665
886103015,12/10/2019,,Taiwan,,1,1,Asia,,,1,,A.D.3,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376566
KU316178,9/16/1979,,USA,,,,North America,,,,,A,,"Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.",KU316178
KP258696,12/31/1986,,USA,,,,North America,,,,,A,,"Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.",KP258696
KU316150,12/31/1978,,USA,,,,North America,,,,,A,,"Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.",KU316150
KP258704,1/1/1994,,USA,,,1,North America,,,1,,A,,"Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.",KP258704
MG642032,12/31/1980,,USA,,,1,North America,,,1,,A,,"Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.",MG642032
KP856967,4/17/1981,,USA,,,1,North America,,,1,,A,,"Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.",KP856967
KP258699,12/31/1985,,USA,,,,North America,,,,,A.2,,"Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.",KP258699
KJ723473,12/31/1990,,USA,,,,North America,,,,,A.2,,"Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Bishop,B.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.",KJ723473
OK649674,1/1/1995,,USA,,,,North America,,,,,A.2,,"Wang,L.,Ng,T.F.F.,Castro,C.J.,Marine,R.L.,Magana,L.C.,Esona,M.,Peret,T.C.T.,Thornburg,N.J.",OK649674
KJ723487,8/7/1993,,USA,,,,North America,,,,,A.2,,"Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Bishop,B.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.",KJ723487
KP258732,12/31/1991,,USA,,,,North America,,,,,A.2,,"Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.",KP258732
KU316145,12/31/1996,,USA,,,,North America,,,,,A.2,,"Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.",KU316145
KU316180,12/31/1998,,USA,,,,North America,,,,,A.2.1,,"Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.",KU316180
RSV-A/US/BID-V8405/2003,8/5/2003,,USA,,,,North America,,,,,A.2.1,,"Newman,R.M.,Zody,M.C.,DeVincenzo,J.P.,Grad,Y.,Lipsitch,M.,Murphy,R.,Fitzgerald,M.,Young,S.,Gargeya,S.,Poon,T.W.,Charlebois,P.,Weiner,B.,Yang,X.,Piper,M.E.,McCowan,C.,Ireland,A.,Levin,J.,Malboeuf,C.,Qu,J.,Chapman,S.B.,Murphy,C.,Wortman,J.,Nusbaum,C.,Birren,B.",KJ627671
RSV-A/US/BID-V8459/2001,5/18/2001,,USA,,,,North America,,,,,A.2.1,,"Newman,R.M.,Zody,M.C.,DeVincenzo,J.P.,Grad,Y.,Lipsitch,M.,Murphy,R.,Fitzgerald,M.,Young,S.,Gargeya,S.,Poon,T.W.,Charlebois,P.,Weiner,B.,Yang,X.,Piper,M.E.,McCowan,C.,Ireland,A.,Levin,J.,Malboeuf,C.,Qu,J.,Chapman,S.B.,Murphy,C.,Wortman,J.,Nusbaum,C.,Birren,B.",KJ627691
A2000-3-4,3/4/2000,,USA,,,,North America,,,,,A.2.1,,"Lorenzi,H.,Halpin,R.,Nguyen,A.,Fedorova,N.,Overton,L.,Stockwell,T.,Amedeo,P.,Bishop,B.,Chen,H.,Edworthy,P.,Gupta,N.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Shapiro,C.A.,Williams,J.,Peebles,S.,Chi,M.,Wentworth,D.E.,Moore,M.L.",JX069803
02-017863,6/29/2002,,Netherlands,,,,Europe,,,,,A.2.1,,"Tan,L.,Lemey,P.,Houspie,L.,C Viveen,M.,Jansen,N.J.,van Loon,A.M.,Wiertz,E.,van Bleek,G.M.,Martin,D.P.,Coenjaerts,F.E.,Viveen,M.,Coenjaerts,F.E.J.",JQ901455
hRSV/A/Germany/01-01609/2001,2/5/2001,,Germany,,,,Europe,,,,,A.2.1,,"Kondgen,S.,Reiche,J.",OR795298
hRSV/A/Germany/02-00980/2002,1/29/2002,,Germany,,,,Europe,,,,,A.2.1,,"Kondgen,S.,Reiche,J.",OR795301
hRSV/A/Germany/03-01038/2003,2/4/2003,,Germany,,,,Europe,,,,,A.2.1,,"Kondgen,S.,Reiche,J.",OR795308
hRSV/A/Germany/05-02141/2005,2/14/2005,,Germany,,,,Europe,,,,,A.2.1,,"Kondgen,S.,Reiche,J.",OR795317
hRSV/A/Germany/07-02759/2007,3/5/2007,,Germany,,,1,Europe,,,1,,A.2.1,,"Kondgen,S.,Reiche,J.",OR795324
KF530260,6/21/2005,,Argentina,,,1,South America,,,1,,A.2.1,,"Lorenzi,H.,Town,C.,Halpin,R.,Bera,J.,Ransier,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Rebuffo-Scheer,C.,Fan,J.,He,J.,Kehl,S.C.,Lederboer,N.,Jurgens,L.A.,Bose,M.E.,Beck,E.T.,Kumar,S.,Videla,C.,Wentworth,D.E.,Henrickson,K.J.",KF530260
Kilifi_11866_65_RSVA_2003,2/13/2003,,Kenya,,,,Africa,,,,,A.2.1.1,,"Agoti,C.N.,Otieno,J.R.,Munywoki,P.K.,Mwihuri,A.G.,Cane,P.A.,Nokes,D.J.,Kellam,P.,Cotten,M.,Cotten,M.L.",KP317949
Kilifi_11865_75_RSVA_2004,3/24/2004,,Kenya,,,,Africa,,,,,A.2.1.1,,"Agoti,C.N.,Otieno,J.R.,Munywoki,P.K.,Mwihuri,A.G.,Cane,P.A.,Nokes,D.J.,Kellam,P.,Cotten,M.,Cotten,M.L.",KP317956
RSV-A/US/BID-V8522/2004,6/7/2004,,USA,,,,North America,,,,,A.2.1.1,,"Newman,R.M.,Zody,M.C.,DeVincenzo,J.P.,Grad,Y.,Lipsitch,M.,Murphy,R.,Fitzgerald,M.,Young,S.,Gargeya,S.,Poon,T.W.,Charlebois,P.,Weiner,B.,Yang,X.,Piper,M.E.,McCowan,C.,Ireland,A.,Levin,J.,Malboeuf,C.,Qu,J.,Chapman,S.B.,Murphy,C.,Wortman,J.,Nusbaum,C.,Birren,B.",KJ627721
hRSV/A/Germany/05-00643/2004,12/17/2004,,Germany,,,,Europe,,,,,A.2.1.1,,"Kondgen,S.,Reiche,J.",OR795313
KF826827,5/26/2004,,Argentina,,,,South America,,,,,A.2.1.1,,"Lorenzi,H.,Town,C.,Halpin,R.,Bera,J.,Ransier,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Rebuffo-Scheer,C.,Fan,J.,He,J.,Kehl,S.C.,Lederboer,N.,Jurgens,L.A.,Bose,M.E.,Beck,E.T.,Kumar,S.,Videla,C.,Wentworth,D.E.,Henrickson,K.J.",KF826827
RSV-A/US/BID-V7343/2002,7/29/2002,,USA,,,,North America,,,,,A.2.1.1,,"Grad,Y.H.,Newman,R.,Zody,M.,Yang,X.,Murphy,R.,Qu,J.,Malboeuf,C.M.,Levin,J.Z.,Lipsitch,M.,DeVincenzo,J.,Newman,R.M.,Zody,M.C.,DeVincenzo,J.P.,Grad,Y.,Fitzgerald,M.,Young,S.,Gargeya,S.,Poon,T.W.,Charlebois,P.,Weiner,B.,Piper,M.E.,McCowan,C.,Ireland,A.,Levin,J.,Malboeuf,C.,Chapman,S.B.,Murphy,C.,Wortman,J.,Nusbaum,C.,Birren,B.",KF973326
HRSV/A/GBR/NU0409/2009,1/1/2009,,United Kingdom,1,,1,Europe,,,1,,A.2.1.1,1,"Aeschbacher,T.,Cai,A.,Manhas,S.,Zamora,J.L.R.",PQ591396
06-000103,1/2/2006,,Netherlands,,,,Europe,,,,,A.2.1.1,,"Tan,L.,Lemey,P.,Houspie,L.,C Viveen,M.,Jansen,N.J.,van Loon,A.M.,Wiertz,E.,van Bleek,G.M.,Martin,D.P.,Coenjaerts,F.E.,Viveen,M.,Coenjaerts,F.",JX015487
OK649653,7/23/2010,,Brazil,,,,South America,,,,,A.2.1.1,,"Wang,L.,Ng,T.F.F.,Castro,C.J.,Marine,R.L.,Magana,L.C.,Esona,M.,Peret,T.C.T.,Thornburg,N.J.",OK649653
KF826826,12/24/2004,,Mexico,,,,North America,,,,,A.2.1.1,,"Lorenzi,H.,Town,C.,Halpin,R.,Bera,J.,Ransier,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Rebuffo-Scheer,C.,Fan,J.,He,J.,Kehl,S.C.,Lederboer,N.,Jurgens,L.A.,Bose,M.E.,Beck,E.T.,Kumar,S.,Noyola,D.E.,Wentworth,D.E.,Henrickson,K.J.",KF826826
KF826836,1/4/2006,,Mexico,,,1,North America,,,1,,A.2.1.1,,"Lorenzi,H.,Town,C.,Halpin,R.,Bera,J.,Ransier,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Rebuffo-Scheer,C.,Fan,J.,He,J.,Kehl,S.C.,Lederboer,N.,Jurgens,L.A.,Bose,M.E.,Beck,E.T.,Kumar,S.,Noyola,D.E.,Wentworth,D.E.,Henrickson,K.J.",KF826836
KF826846,5/15/2008,,Argentina,,,,South America,,,,,A.2.1.1,,"Lorenzi,H.,Town,C.,Halpin,R.,Bera,J.,Ransier,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Rebuffo-Scheer,C.,Fan,J.,He,J.,Kehl,S.C.,Lederboer,N.,Jurgens,L.A.,Bose,M.E.,Beck,E.T.,Kumar,S.,Videla,C.,Wentworth,D.E.,Henrickson,K.J.",KF826846
